!,0,
cinaedi,0,cinaedus
cinaedi,1,cinaedus1
cinaedus,0,cinaedus
cinaedus,1,cinaedus1
cinis,0,cinis
circa,0,circo
circum,0,circos
circum,1,circum
circum,2,circus
circumcidis,0,circumcido
circumdedit,0,circumdo
circumeunti,0,circumeo
circumfluit,0,circumfluo
circumspectans,0,circumspecto
circumstantibus,0,circumstantes
circumstantibus,1,circumstantia
circumstantibus,2,circumsto
cirris,0,cirrus
citati,0,citatus
citati,1,cito2
citatus,0,citatus
citatus,1,cito2
citharae,0,cithara
citharam,0,cithara
citius,0,cieo
cito,0,cieo
cito,1,cito
cito,2,cito2
citus,0,cieo
cives,0,civis
civitatem,0,civitas
clamabit,0,clamo
clamare,0,clamo
clamitantem,0,clamito
clamore,0,clamor
clamorem,0,clamor
clamores,0,clamor
clamque,0,clam
claram,0,clarus
clare,0,clareo
clare,1,clarus
clarumque,0,clarus
classe,0,classis
clauderetur,0,claudeo
clauderetur,1,claudo
clauderetur,2,claudo1
clauso,0,claudo
clauso,1,claudo1
clauso,2,clausum
clazomenae,0,
clementer,0,clemens1
clementer,1,clementer
clementia,0,clemens1
clementia,1,clementia
clitellarius,0,clitellarius
clitellas,0,clitellae
coacta,0,coacto
coacta,1,coactum
coacta,2,cogo
coegit,0,cogo
coepere,0,coepio
coepero,0,coepio
coeperunt,0,coepio
coepissent,0,coepio
coepisset,0,coepio
coepit,0,coepio
coepti,0,coepio
coepti,1,coeptum
coepti,2,coeptus
coetum,0,coitus2
cogens,0,cogo
cogit,0,cogo
cogitandum,0,cogito
cogitas,0,cogito
cogitatio,0,cogitatio
cogitavi,0,cogito
cogitet,0,cogito
cogitque,0,cogo
cognatos,0,cognatus
cognitum,0,cognitus2
cognitum,1,cognosco
cognoveris,0,cognosco
cognovi,0,cognosco
cognovit,0,cognosco
cogor,0,cogo
cogunt,0,cogo
cohibete,0,cohibeo
colite,0,colo1
collecta,0,collecta
collecta,1,collector
collecta,2,colligo1
colli,0,collis
colli,1,collum
colli,2,collus
colligi,0,colligo1
colligunt,0,colligo1
collo,0,collum
collo,1,collus
collocarunt,0,colloco
collum,0,collum
collum,1,collus
color,0,colo1
color,1,colo2
color,2,color
colorque,0,colo1
colorque,1,colo2
colorque,2,color
colubram,0,colubra
columbae,0,columba
comae,0,coma
comae,1,come1
come,0,come1
come,1,comis
come,2,como1
comes,0,come1
comes,1,comedo1
comes,2,comes
comes,3,comis
comes,4,como1
comes,5,como2
comesse,0,comedo1
comite,0,comes
comite,1,como1
comites,0,comes
comites,1,comito
commemoras,0,commemoro
commendari,0,commendo
commendasse,0,commendo
commendat,0,commendo
commendatio,0,commendatio
commendatur,0,commendo
commercium,0,commercium
commilito,0,commilito1
commilito,1,commilito2
comminuta,0,comminuo
commiseris,0,committo
commisisset,0,committo
commisit,0,committo
commissum,0,commissum
commissum,1,committo
committas,0,committo
committi,0,committo
committit,0,committo
committo,0,committo
commoda,0,commodo2
commoda,1,commodum
commoda,2,commodus1
commune,0,commune
commune,1,communis
communem,0,communis
commutando,0,commuto
comoediis,0,comoedia
comosa,0,comosus
compererant,0,comperio
compesceret,0,compesco
compilarant,0,compilo
compilavit,0,compilo
complere,0,compleo
complevit,0,compleo
componit,0,compono
comprensus,0,comprehendo
compressus,0,compressus
compressus,1,compressus2
compressus,2,comprimo
comprimis,0,comprimo
comprobarunt,0,comprobo
compulsi,0,compello1
compungam,0,compungo
conari,0,conor
concacarunt,0,concaco
concedas,0,concedo
conceptum,0,concepta
conceptum,1,conceptum
conceptum,2,conceptus
conceptum,3,conceptus2
conceptum,4,concipio
conceptus,0,conceptus
conceptus,1,conceptus2
conceptus,2,concipio
concidisset,0,concido1
concidisset,1,concido2
concidit,0,concaedes
concidit,1,concido1
concidit,2,concido2
concinnet,0,concinno
concipit,0,concipio
concitant,0,concito
concitat,0,concito
concito,0,concieo
concito,1,concio
concito,2,concito
concito,3,concitus2
concupisti,0,concupisco
concurrit,0,concurro
concursans,0,concurso
concursant,0,concurso
conde,0,condo
conde,1,condus
condere,0,condo
condicio,0,condicio
condicione,0,condicio
condidit,0,condo
condita,0,condio
condita,1,condita
condita,2,conditum
condita,3,conditus
condita,4,condo
condito,0,condio
condito,1,conditum
condito,2,conditus
condito,3,condo
conducunt,0,conduco
conduxit,0,conduco
conemur,0,conor
confectus,0,confacio
confectus,1,conficio
conferant,0,confero
conferent,0,confero
conferre,0,confero
confessus,0,confiteor
confido,0,confido
confirmatus,0,confirmo
confodit,0,confodio
confusus,0,confundo
congero,0,congero1
congero,1,congero2
congerunt,0,congero1
congeruntur,0,congero1
coniugalem,0,conjugalis
coniuge,0,conjunx
coniugem,0,conjugo
coniugem,1,conjunx
coniuges,0,conjugo
coniuges,1,conjunx
conprimatur,0,comprimo
conscientia,0,conscientia
conscientia,1,conscio
conscientiam,0,conscientia
conscius,0,conscius
consectata,0,consector
consederat,0,consido
consedit,0,consido
consequi,0,consequor
consequi,1,consequus
considera,0,considero
consideras,0,considero
consideras,1,consido
consilia,0,consilior
consilia,1,consilium
consiliator,0,consiliator
consilio,0,consilior
consilio,1,consilium
consilium,0,consilium
consociet,0,consocio
consolandi,0,consolo
consolandi,1,consolor
conspargere,0,conspargo
consparsum,0,conspargo
conspectu,0,conspectus2
conspectu,1,conspicio1
conspectum,0,conspectus2
conspectum,1,conspicio1
conspexit,0,conspicio1
conspicatur,0,conspicor
conspicuum,0,conspicuus
conspiratis,0,conspirati
conspiratis,1,conspiratus
conspiratis,2,conspiro1
conspiratis,3,conspiro2
constabit,0,consto
constantior,0,consto
constitit,0,consto
consuetudine,0,consuetudo
consulendos,0,consulo
consulit,0,consulo
consulto,0,consulo
consulto,1,consulto2
consulto,2,consultum
consulto,3,consultus
consumet,0,consumo
consumit,0,consumo
consumpta,0,consumo
consumpti,0,consumo
consumpto,0,consumo
consumptus,0,consumo
consurrectum,0,consurgo
contegere,0,contego
contemnens,0,contemno
contemni,0,contemno
contempseris,0,contemno
contempsit,0,contemno
